"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"252",4.56066566124214e-217,0.622766777043515,1,0.981,5.92886535961479e-215,"25","Hu.CD23"
"253",2.595983181227e-161,0.539425684624482,1,0.981,3.3747781355951e-159,"25","Hu.CD267"
"254",2.26107007015815e-142,0.519420638669661,1,0.984,2.9393910912056e-140,"25","Hu.CD154"
"255",9.6410803823217e-126,0.5580853521933,0.998,0.957,1.25334044970182e-123,"25","Hu.CD185"
"256",2.6109042822991e-71,0.550876351252818,0.99,0.87,3.39417556698883e-69,"25","Hu.CD40"
"257",3.66587200906386e-61,0.61524528650641,0.971,0.793,4.76563361178301e-59,"25","Hu.CD64"
"258",6.72478715701736e-61,0.541772744717511,0.994,0.847,8.74222330412257e-59,"25","Hu.CD14-M5E2"
"259",1.75006246087814e-54,0.610097764598424,0.969,0.756,2.27508119914158e-52,"25","Hu.IgD"
"260",1.54163368929166e-44,0.566862225677168,0.983,0.779,2.00412379607916e-42,"25","Hu.CD196"
"261",3.28017796709907e-222,2.35879107794524,0.993,0.913,4.26423135722879e-220,"26","Hu.CD146"
"262",8.28636318504633e-218,1.15975846529551,0.998,0.981,1.07722721405602e-215,"26","Hu.CD81"
"263",1.35387075955529e-188,2.20199529903361,0.976,0.666,1.76003198742188e-186,"26","Hu.CD36"
"264",2.80852581906565e-178,1.23837328181407,1,0.981,3.65108356478534e-176,"26","Hu.CD49a"
"265",1.30643248121561e-145,0.760241892427525,1,0.995,1.69836222558029e-143,"26","Hu.CD29"
"266",2.06879082191185e-143,0.618782402428927,0.995,0.97,2.68942806848541e-141,"26","Hu.CD155"
"267",4.74228378515156e-127,0.447332171341884,0.998,0.981,6.16496892069703e-125,"26","Hu.CD127"
"268",5.70660127922733e-104,0.498403033483748,0.998,0.981,7.41858166299552e-102,"26","Hu.CD107a"
"269",5.27791842346101e-77,0.515950118701749,1,0.995,6.86129395049931e-75,"26","HuMs.CD49f"
"270",1.04552347002889e-24,0.406438382243955,0.964,0.834,1.35918051103756e-22,"26","Hu.CD158e1"
"271",6.48384005637454e-103,1.64526472202247,0.996,0.826,8.4289920732869e-101,"27","Hu.CD19"
"272",7.03736392373236e-95,1.2957544859621,1,0.941,9.14857310085207e-93,"27","Hu.CD35"
